StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,RelevantID_First Click,RelevantID_Last Click,RelevantID_Page Submit,RelevantID_Click Count,Consent 1,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q7,Q8,Q9,Q10_1,Q11_1,Q11_2,Q12,Q13,Q14 - version 1,Q14 - version 2,Q15 - Group 1,Q15 - Group 2,Q15 - Group 3,Q15 - Group 4,Q15 - Group 5,Q15 - Group 6,Q15 - Group 7,Q15 - Group 8,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q20,Q21,Q22,SC0,opp,isNew,Q_TotalDuration,rid,RISN,V,transaction_id,expected_loi,expected_ir,gc,term,SVID,PS,Q_BallotBoxStuffing,Q_CHL,tg,age,LS,ClientDuration,gender,university_education,age_group,weight_poststratify,count,sample_proportion,source.x,Freq,population_proportion,source.y,weight_manually_calculated
2024-02-23T15:52:08Z,2024-02-23T16:02:08Z,IP Address,100,599,True,2024-02-23T16:02:09Z,R_50Wsw7x94TI8rAZ,anonymous,EN,1,NA,0,5,NA,0,0,1.504,0,Подтверждаю,64,Тверская область,В городе / поселке / селе 100 тыс. и менее жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,NA,1,NA,NA,NA,NA,NA,NA,NA,"Cкорее, не одобряю  ",Затрудняюсь ответить   ,7,Затрудняюсь ответить,скорее неприменимо,абсолютно не применимо,частично применимо,Затрудняюсь ответить,Нет,Скорее нет,Скорее нет,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,"Стало немного лучше, чем раньше",116,Qual5353-8-11-Rissianx2panel,NA,599,NA,NA,F,2fvdNKj6MjyJDkZ2zpZaKM,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,599,Man,BA-,55-64,37348.11111111111,198,0.12147239263803682,February Survey,7394926,0.061899572843472424,Census 2020,0.5095772915902023
2024-02-23T15:55:27Z,2024-02-23T16:02:27Z,IP Address,100,420,True,2024-02-23T16:02:28Z,R_3E0NNqjD1oRAyYT,anonymous,EN,1,NA,0,0,NA,0,0,1.42,0,Подтверждаю,63,Кемеровская область,В городе / поселке / селе 100 тыс. и менее жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Газеты и журналы (в т.ч. их электронные версии),2,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,NA,NA,"Cкорее, одобряю",1,абсолютно не применимо,частично применимо,абсолютно не применимо,частично применимо,Отказ от ответа,Нет,Да,Скорее нет,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Затрудняюсь ответить,171,Qual5353-8-11-Rissianx2panel,NA,420,NA,NA,F,6DWdFUNEbvdNItnp0iLk1X,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,420,Man,BA-,55-64,37348.11111111111,198,0.12147239263803682,February Survey,7394926,0.061899572843472424,Census 2020,0.5095772915902023
2024-02-23T16:16:09Z,2024-02-23T16:21:49Z,IP Address,100,339,True,2024-02-23T16:21:49Z,R_1M56a6ax9oGW4vd,anonymous,EN,0.80000001192092896,NA,0,0,NA,0,0,2.2000000000000002,0,Подтверждаю,42,Новосибирская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,1,NA,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,"Cкорее, одобряю",5,абсолютно не применимо,Полностью применимо,абсолютно не применимо,Полностью применимо,Полностью применимо,Да,Да,Да,"На повседневные расходы денег достаточно, но уже покупка одежды представляет для Вас трудности",Практически ничего не изменилось,"Стало немного хуже, чем раньше",97,Qual5353-8-11-Rissianx2panel,NA,339,NA,NA,F,16etiomp4jrt6tDJXSQYMg,5,.75,1,NA,20962598,1663,NA,anonymous,NA,35-44,NA,339,Man,BA+,35-44,89611.74285714286,35,0.02147239263803681,February Survey,3136411,0.026253474498807453,Census 2020,1.2226618123730328
2024-02-23T16:37:11Z,2024-02-23T16:42:12Z,IP Address,100,302,True,2024-02-23T16:42:14Z,R_8pwyHjKy00l5Cw1,anonymous,EN,1,NA,0,5,NA,0,0,1.181,0,Подтверждаю,62,Краснодарский край,В городе / поселке / селе 100 тыс. и менее жителей,Мужской,Высшее образование (бакалавриат / специалитет),Скорее доверяют,Скорее доверяют,Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,1,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,NA,"Cкорее, одобряю",7,абсолютно не применимо,скорее неприменимо,абсолютно не применимо,скорее неприменимо,частично применимо,Нет,Нет,Нет,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше",Практически ничего не изменилось,80,Qual5353-8-11-Rissianx2panel,NA,302,NA,NA,F,3vJ8FMbGMVqf0I6FsA4WVl,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,302,Man,BA+,55-64,8670.35393258427,178,0.10920245398773006,February Survey,1543323,0.012918457123101218,Census 2020,0.11829823095873587
2024-02-23T16:30:17Z,2024-02-23T16:45:29Z,IP Address,100,912,True,2024-02-23T16:45:30Z,R_49cf1P4gGYr73OY,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,3.0790000000000002,0,Подтверждаю,58,Забайкальский край,В городе 250-500 тыс. жителей,Мужской,Высшее образование (бакалавриат / специалитет),"Отчасти доверяют, отчасти не доверяют","Отчасти доверяют, отчасти не доверяют",Отказ от ответа,Не стал бы участвовать в выборах,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Отказ от ответа,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Интернет-ресурсы,0,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,NA,NA,"Cкорее, одобряю",Затрудняюсь ответить   ,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Нет,Затрудняюсь ответить,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",255,Qual5353-8-11-Rissianx2panel,NA,912,NA,NA,F,4QCJOzIWwbG3HNTHkwdBF7,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,912,Man,BA+,55-64,8670.35393258427,178,0.10920245398773006,February Survey,1543323,0.012918457123101218,Census 2020,0.11829823095873587
2024-02-23T17:20:13Z,2024-02-23T17:30:31Z,IP Address,100,618,True,2024-02-23T17:30:32Z,R_2kyRHGZS8jfFHm8,anonymous,EN,0.89999997615814209,NA,0,5,NA,0,0,1.147,0,Подтверждаю,62,Краснодарский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (магистратура),"Отчасти доверяют, отчасти не доверяют",Скорее не доверяют,Не одобряю,Григорий Явлинский,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее не согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю этот способ допустимым, и сам(а) участвовал (а)",Иногда,Социальные сети и мессенджеры,NA,1,NA,NA,NA,NA,NA,NA,"Cкорее, одобряю",NA,"Определенно, одобряю  ",0 (совершенно не оправданно),частично применимо,абсолютно не применимо,частично применимо,частично применимо,частично применимо,Скорее нет,Скорее да,Да,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше","Стало значительно хуже, чем раньше",78,Qual5353-8-11-Rissianx2panel,NA,618,NA,NA,F,5EQxfBUPgmgiDfEgvM4SA9,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,618,Man,BA+,55-64,8670.35393258427,178,0.10920245398773006,February Survey,1543323,0.012918457123101218,Census 2020,0.11829823095873587
2024-02-23T17:38:38Z,2024-02-23T17:47:11Z,IP Address,100,511,True,2024-02-23T17:47:12Z,R_76lhYBv4XFtBtEl,anonymous,EN,1,NA,0,10,NA,0,0,1.2390000000000001,0,Подтверждаю,63,Кемеровская область,В городе 250-500 тыс. жителей,Мужской,Высшее образование (бакалавриат / специалитет),Затрудняюсь ответить,Полностью доверяют,Одобряю,Владимир Путин,Затрудняюсь ответить,Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Интернет-ресурсы,2,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,NA,NA,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,частично применимо,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше",Затрудняюсь ответить,363,Qual5353-8-11-Rissianx2panel,NA,511,NA,NA,F,19J9fXAKd3ABWljNej0lYV,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,511,Man,BA+,55-64,8670.35393258427,178,0.10920245398773006,February Survey,1543323,0.012918457123101218,Census 2020,0.11829823095873587
2024-02-23T17:46:58Z,2024-02-23T17:54:11Z,IP Address,100,433,True,2024-02-23T17:54:13Z,R_6CQ7Fyd2vgR2TfZ,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.07,0,Подтверждаю,55,Республика Хакасия,В городе 100-250 тыс. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Иногда,Интернет-ресурсы,2,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,NA,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,132,Qual5353-8-11-Rissianx2panel,NA,433,NA,NA,F,23saTWPWFJVllv7egkmvmn,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,433,Man,BA-,55-64,37348.11111111111,198,0.12147239263803682,February Survey,7394926,0.061899572843472424,Census 2020,0.5095772915902023
2024-02-23T17:44:49Z,2024-02-23T17:55:37Z,IP Address,100,649,True,2024-02-23T17:55:39Z,R_7jj4ZNJ9fOIcSUB,anonymous,EN,1,NA,0,20,NA,0,0,1.2869999999999999,0,Подтверждаю,25,Новосибирская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Женский,Высшее образование (магистратура),Полностью доверяют,Скорее доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Затрудняюсь ответить,Иногда,Социальные сети и мессенджеры,NA,4,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,NA,"Определенно, одобряю  ",5,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Нет,Скорее да,Да,Затрудняюсь ответить,"Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",290,Qual5353-8-11-Rissianx2panel,NA,649,NA,NA,F,2uMRpss46LB6ZKob6HFoAa,5,.75,1,NA,20962598,1663,NA,anonymous,NA,25-34,NA,649,Woman,BA+,25-34,19144.077319587628,194,0.11901840490797547,February Survey,3713951,0.03108779999442689,Census 2020,0.2612016185098754
2024-02-23T17:51:05Z,2024-02-23T17:57:29Z,IP Address,100,383,True,2024-02-23T17:57:29Z,R_31zUR3d4y5wHT6K,anonymous,EN,1,NA,0,0,NA,0,0,1.012,0,Подтверждаю,64,Забайкальский край,В городе 250-500 тыс. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Скорее не доверяют,Скорее не доверяют,Не одобряю,Павел Грудинин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Интернет-ресурсы,NA,1,NA,"Cкорее, одобряю",NA,NA,NA,NA,NA,NA,"Определенно, одобряю  ",2,абсолютно не применимо,частично применимо,абсолютно не применимо,частично применимо,частично применимо,Нет,Скорее да,Нет,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,61,Qual5353-8-11-Rissianx2panel,NA,383,NA,NA,F,4KaDvRxVGafS7c7wSfrH2L,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,383,Man,BA-,55-64,37348.11111111111,198,0.12147239263803682,February Survey,7394926,0.061899572843472424,Census 2020,0.5095772915902023
2024-02-23T18:08:07Z,2024-02-23T18:15:06Z,IP Address,100,419,True,2024-02-23T18:15:07Z,R_8PiNMcNEEpNW3fD,anonymous,EN,1,NA,0,0,NA,0,0,1.0289999999999999,0,Подтверждаю,69,Республика Татарстан (Татарстан),В городе 500 тыс.-1 млн. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Скорее доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Павел Грудинин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Скорее согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Постоянно,Интернет-ресурсы,NA,2,NA,NA,NA,"Cкорее, одобряю",NA,NA,NA,NA,"Cкорее, одобряю",3,абсолютно не применимо,частично применимо,абсолютно не применимо,скорее неприменимо,скорее неприменимо,Скорее нет,Затрудняюсь ответить,Скорее нет,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше",Практически ничего не изменилось,114,Qual5353-8-11-Rissianx2panel,NA,419,NA,NA,F,63mCpbRGdHgonLxaZf6ZGN,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,419,Man,BA-,65+,114850.1,60,0.03680981595092025,February Survey,6891006,0.05768148699010721,Census 2020,1.5670137298979123
2024-02-23T18:14:00Z,2024-02-23T18:19:25Z,IP Address,100,323,True,2024-02-23T18:19:26Z,R_4OBRkblfjcFlcdg,anonymous,EN,1,NA,0,0,NA,0,0,1.008,0,Подтверждаю,69,Хабаровский край,В городе 500 тыс.-1 млн. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,1,NA,NA,NA,NA,NA,"Oпределенно, не одобряю ",NA,NA,NA,"Oпределенно, не одобряю ",10 (полностью оправданно),Полностью применимо,абсолютно не применимо,Полностью применимо,абсолютно не применимо,абсолютно не применимо,Да,Нет,Да,Денег хватает только на самое необходимое ,Практически ничего не изменилось,Практически ничего не изменилось,126,Qual5353-8-11-Rissianx2panel,NA,323,NA,NA,F,2VzYGcLXSgXZ7Jd020lU62,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,323,Man,BA-,65+,114850.1,60,0.03680981595092025,February Survey,6891006,0.05768148699010721,Census 2020,1.5670137298979123
2024-02-23T18:19:23Z,2024-02-23T18:25:03Z,IP Address,100,340,True,2024-02-23T18:25:04Z,R_1HaviJxBnHJ4kDL,anonymous,EN,1,NA,NA,NA,NA,0,0,2.0489999999999999,0,Подтверждаю,68,Кировская область,В городе 500 тыс.-1 млн. жителей,Мужской,"Законченное среднее образование (школа, лицей, гимназия)",Скорее доверяют,Скорее доверяют,Одобряю,Не стал бы участвовать в выборах,Затрудняюсь ответить,"В чем-то согласны, в чем-то нет",Затрудняюсь ответить,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,NA,4,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,Затрудняюсь ответить   ,абсолютно не применимо,Затрудняюсь ответить,абсолютно не применимо,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Нет,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Затрудняюсь ответить,363,Qual5353-8-11-Rissianx2panel,NA,340,NA,NA,F,2g0ox0ECKmIkBFrrpMMaoY,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,340,Man,BA-,65+,114850.1,60,0.03680981595092025,February Survey,6891006,0.05768148699010721,Census 2020,1.5670137298979123
2024-02-23T18:23:14Z,2024-02-23T18:31:04Z,IP Address,100,470,True,2024-02-23T18:31:06Z,R_7DnWKd2iubMijlA,anonymous,EN,1,NA,0,0,NA,0,0,1.6279999999999999,0,Подтверждаю,57,Красноярский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),Затрудняюсь ответить,Полностью доверяют,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Совершенно согласны,Затрудняюсь ответить,Отказ от ответа,Затрудняюсь ответить,Интернет-ресурсы,2,NA,NA,NA,Затрудняюсь ответить   ,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,Затрудняюсь ответить,Отказ от ответа,Затрудняюсь ответить,Отказ от ответа,Затрудняюсь ответить,Отказ от ответа,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1033,Qual5353-8-11-Rissianx2panel,NA,470,NA,NA,F,29aX9GYL7HvqWDowHOSH6k,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,470,Man,BA+,55-64,8670.35393258427,178,0.10920245398773006,February Survey,1543323,0.012918457123101218,Census 2020,0.11829823095873587
2024-02-23T18:28:41Z,2024-02-23T18:33:53Z,IP Address,100,311,True,2024-02-23T18:33:53Z,R_33qZXeBAA2NYCFb,anonymous,EN,1,NA,0,0,NA,0,0,1.268,0,Подтверждаю,60,Пермский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (магистратура),Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Телевидение,NA,2,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,"Oпределенно, не одобряю ",10 (полностью оправданно),скорее неприменимо,абсолютно не применимо,скорее неприменимо,абсолютно не применимо,скорее неприменимо,Скорее да,Нет,Скорее да,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало немного лучше, чем раньше","Стало значительно лучше, чем раньше",112,Qual5353-8-11-Rissianx2panel,NA,311,NA,NA,F,4LzueLBZjgEPsaYnyYnV2O,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,311,Man,BA+,55-64,8670.35393258427,178,0.10920245398773006,February Survey,1543323,0.012918457123101218,Census 2020,0.11829823095873587
2024-02-23T18:27:37Z,2024-02-23T18:34:42Z,IP Address,100,424,True,2024-02-23T18:34:43Z,R_5YecHmlOtoa49DH,anonymous,EN,1,NA,0,0,NA,0,0,1.494,0,Подтверждаю,67,Республика Марий Эл,В городе 250-500 тыс. жителей,Мужской,"Законченное среднее образование (школа, лицей, гимназия)",Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,Затрудняюсь ответить,Затрудняюсь ответить,Постоянно,Телевидение,0,NA,Затрудняюсь ответить   ,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить   ,Затрудняюсь ответить   ,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало немного лучше, чем раньше",276,Qual5353-8-11-Rissianx2panel,NA,424,NA,NA,F,7IzmIJOVF6wzDbYQxI5OYP,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,424,Man,BA-,65+,114850.1,60,0.03680981595092025,February Survey,6891006,0.05768148699010721,Census 2020,1.5670137298979123
2024-02-23T18:41:50Z,2024-02-23T18:48:09Z,IP Address,100,379,True,2024-02-23T18:48:10Z,R_3ti2AEFgk9Ce3Lz,anonymous,EN,1,NA,0,0,NA,0,0,1.018,0,Подтверждаю,55,Республика Башкортостан,В городе / поселке / селе 100 тыс. и менее жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Полностью доверяют,"Отчасти доверяют, отчасти не доверяют",Одобряю,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Иногда,Телевидение,0,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,NA,NA,"Cкорее, одобряю",5,частично применимо,абсолютно не применимо,частично применимо,абсолютно не применимо,абсолютно не применимо,Скорее нет,Нет,Скорее да,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",51,Qual5353-8-11-Rissianx2panel,NA,379,NA,NA,F,2Gi99jC35LZpjyGdGnSBSM,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,379,Man,BA-,55-64,37348.11111111111,198,0.12147239263803682,February Survey,7394926,0.061899572843472424,Census 2020,0.5095772915902023
2024-02-23T18:44:20Z,2024-02-23T18:51:12Z,IP Address,100,412,True,2024-02-23T18:51:13Z,R_20HlVYM0JcpVCod,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.0109999999999999,0,Подтверждаю,62,Красноярский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Социальные сети и мессенджеры,NA,4,NA,NA,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,"Cкорее, не одобряю  ",9,частично применимо,скорее неприменимо,частично применимо,абсолютно не применимо,абсолютно не применимо,Скорее нет,Скорее нет,Скорее да,Денег хватает только на самое необходимое ,"Стало значительно хуже, чем раньше",Практически ничего не изменилось,83,Qual5353-8-11-Rissianx2panel,NA,412,NA,NA,F,66SP8XlXmk50yMf3iFHJox,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,412,Man,BA-,55-64,37348.11111111111,198,0.12147239263803682,February Survey,7394926,0.061899572843472424,Census 2020,0.5095772915902023
2024-02-23T18:47:58Z,2024-02-23T18:52:17Z,IP Address,100,259,True,2024-02-23T18:52:18Z,R_7fdeP8o6G1vRTrx,anonymous,EN,1,NA,0,0,NA,0,0,1.1080000000000001,0,Подтверждаю,72,Пермский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),Полностью доверяют,Полностью доверяют,Одобряю,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Совершенно согласны,"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Постоянно,Интернет-ресурсы,1,NA,NA,NA,NA,NA,NA,NA,NA,"Oпределенно, не одобряю ","Oпределенно, не одобряю ",8,частично применимо,скорее неприменимо,частично применимо,скорее неприменимо,скорее неприменимо,Скорее да,Скорее нет,Скорее да,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало значительно лучше, чем раньше",112,Qual5353-8-11-Rissianx2panel,NA,259,NA,NA,F,1jqboOapXKxvlLcZ1LGv7P,5,.75,1,NA,20962598,1663,NA,anonymous,NA,55+,NA,259,Man,BA+,65+,17370.819277108432,83,0.050920245398773004,February Survey,1441778,0.012068469966449426,Census 2020,0.2370073017507538
