StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,RelevantID_First Click,RelevantID_Last Click,RelevantID_Page Submit,RelevantID_Click Count,Consent 1,Q1,Q2,Q3,Q4,Q5,Q6,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q12,Q11,Q14,Q13,Q16_1,Q16_2,Q17_1,Q17_2,Q17_3,Q136,DV1 - Group 8,DV1 - Group 7,DV1 - Group 6,DV1 - Group 5,DV1 - Group 4,DV1 - Group 3,DV1 - Group 2,DV1 - Group 1,DV1A,DV1B,DV1C_1,DV1C_2,DV1C_3,DV1C_4,DV1C_5,DV1D_1,DV1D_2,DV1D_3,DV2A,DV3A,DV4A_1,DV4A_2,DV4A_3,DV5A,DV6A,DV7A_1,DV7A_2,DV7A_3,DV2B,DV3B,DV4B_1,DV4B_2,DV4B_3,DV5B,DV6B,DV7B_1,DV7B_2,DV7B_3,DV2C,DV3C,DV4C_1,DV4C_2,DV4C_3,DV5C,DV6C,DV7C_1,DV7C_2,DV7C_3,Q15,Q19,Q20,Q21,SC0,opp,Q_TotalDuration,rid,RISN,transaction_id,expected_loi,expected_ir,gc,term,SVID,PS,Q_BallotBoxStuffing,Q_CHL,Country,expected_n,tg,V,Edu,age,LS,ClientDuration,university_education,gender,age_group,weight_poststratify,count,sample_proportion,source.x,Freq,population_proportion,source.y,weight_manually_calculated
45541.040069444447,45541.046249999999,IP Address,100,534,True,45541.046260937503,R_8GKspuWvOjhj5Tt,anonymous,EN,1,NA,0,0,NA,0,0,1.022,0,Подтверждаю,61,Свердловская область,В городе / поселке / селе 100 тыс. и менее жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Нет,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,Большинство,Николай Харитонов,"Подчиняться закону во всех случаях, без исключений","Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Скорее не согласны,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,NA,NA,"Cкорее, одобряю",9,Частично применимо,Частично применимо,Частично применимо,Частично применимо,Частично применимо,Скорее нет,Скорее да,Скорее да,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее оправдана,Нейтрально,Совсем не поддерживаю  (0),2,4,Полностью оправдана,Нейтрально,Совсем не поддерживаю  (0),2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это в какой-то мере вероятно,В настоящее время Вы можете практически ни в чем себе не отказывать,"Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",98,Qual0196-2908Russia,534,NA,NA,5og1jWK7vqvQwLNsgynorG,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T2,61,NA,534,BA-,Man,55-64,246497.5333333333,30,0.03253796095444685,September Survey,7394926,0.061899572843472424,Census 2020,1.902380205389386
45541.041261574072,45541.046296296299,IP Address,100,434,True,45541.046307372686,R_8EAR9vj6lxPoN3G,anonymous,EN,1,NA,0,0,NA,0,0,1.1499999999999999,0,Подтверждаю,33,Москва,Москва,Мужской,Высшее образование (магистратура),Да,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона",Отказ от ответа,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Полностью соблюдаются,Затрудняюсь ответить,Полностью соблюдаются,Совершенно согласны,NA,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,NA,"Cкорее, одобряю",5,Затрудняюсь ответить,Абсолютно не применимо,Абсолютно не применимо,Частично применимо,Частично применимо,Нет,Нет,Нет,Скорее оправдана,Нейтрально,Совсем не поддерживаю  (0),Затрудняюсь ответить,Затрудняюсь ответить,Полностью не оправдана,Очень негативно,Полностью поддерживаю  (5),Полностью поддерживаю  (5),Совершенно не поддерживаю (0),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это маловероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало немного лучше, чем раньше",93,Qual0196-2908Russia,434,NA,NA,5KzlOhP2MvqaepZlTPFUV7,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T1,33,NA,434,BA+,Man,25-34,62960.511627906984,43,0.046637744034707156,September Survey,2707302,0.02266159760872233,Census 2020,0.485906813842837
45541.03943287037,45541.046354166669,IP Address,100,597,True,45541.046362604167,R_8AQ3BOdfPc7k6J3,anonymous,EN,1,NA,0,0,NA,0,0,2.8410000000000002,0,Подтверждаю,29,Москва,Москва,Мужской,Высшее образование (магистратура),Нет,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Не одобряю,Большинство,Не участвовал(а) в выборах,"Подчиняться закону во всех случаях, без исключений",Я считаю такой способ недопустимым и сам(а) не участвовал(а),"Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Скорее не соблюдаются,Скорее соблюдаются,Скорее не соблюдаются,"В чем-то согласны, в чем-то нет",NA,NA,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,"Cкорее, одобряю",7,Затрудняюсь ответить,Скорее не применимо,Затрудняюсь ответить,Скорее не применимо,Затрудняюсь ответить,Затрудняюсь ответить,Скорее нет,Скорее да,Скорее оправдана,Скорее положительно,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Затрудняюсь ответить,Полностью оправдана,Скорее положительно,Совершенно не поддерживаю (0),Совершенно не поддерживаю (0),Затрудняюсь ответить,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это в какой-то мере вероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",89,Qual0196-2908Russia,597,NA,NA,6LsnQyiPKgrYVTDdm1On4D,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T1,29,NA,597,BA+,Man,25-34,62960.511627906984,43,0.046637744034707156,September Survey,2707302,0.02266159760872233,Census 2020,0.485906813842837
45541.041597222225,45541.046388888892,IP Address,100,413,True,45541.046402731481,R_294qTa1dEfGVYFX,anonymous,EN,1,NA,0,0,NA,0,0,1.091,0,Подтверждаю,45,Нижегородская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),Нет,NA,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Не одобряю,"Многие, но не большинство",Не участвовал(а) в выборах,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Скорее не соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,"В чем-то согласны, в чем-то нет",NA,"Cкорее, одобряю",NA,NA,NA,NA,NA,NA,"Cкорее, одобряю",0 (совершенно не оправданно),Абсолютно не применимо,Полностью применимо,Абсолютно не применимо,Полностью применимо,Полностью применимо,Нет,Скорее да,Нет,Скорее оправдана,Скорее положительно,Совсем не поддерживаю  (0),3,Полностью поддерживаю (5),Скорее оправдана,Скорее положительно,Совершенно не поддерживаю (0),2,Полностью поддерживаю  (5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это вполне вероятно,Денег хватает только на самое необходимое ,Практически ничего не изменилось,"Стало значительно хуже, чем раньше",75,Qual0196-2908Russia,413,NA,NA,3GtMg5sPwoe3Hjtw1SbvLS,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T1,45,NA,413,BA+,Man,45-54,32886.13559322034,59,0.06399132321041215,September Survey,1940282,0.016241220939314113,Census 2020,0.25380348654317986
45541.037754629629,45541.046469907407,IP Address,100,753,True,45541.046488263892,R_8QFKbLNcKQ3YAqR,anonymous,EN,1,NA,0,0,NA,0,0,1.022,0,Подтверждаю,45,Москва,Москва,Мужской,Высшее образование (бакалавриат / специалитет),Да,NA,Социальные сети и мессенджеры,NA,Интернет-ресурсы,Радио,Узнаю новости от родственников и знакомых,Не слежу за новостями,NA,NA,Затрудняюсь ответить,"Многие, но не большинство",Не участвовал(а) в выборах,Затрудняюсь ответить,Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Затрудняюсь ответить,Полностью соблюдаются,Полностью соблюдаются,Совершенно согласны,NA,NA,NA,"Oпределенно, не одобряю ",NA,NA,NA,NA,"Oпределенно, не одобряю ",5,Полностью применимо,Скорее не применимо,Полностью применимо,Скорее не применимо,Абсолютно не применимо,Затрудняюсь ответить,Затрудняюсь ответить,Да,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Затрудняюсь ответить,Нейтрально,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Затрудняюсь ответить,Нейтрально,Совсем не поддерживаю  (0),3,Совсем не поддерживаю  (0),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это маловероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",282,Qual0196-2908Russia,753,NA,NA,3uyt76szXXgQXKxjNhohvL,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T2,45,NA,753,BA+,Man,45-54,32886.13559322034,59,0.06399132321041215,September Survey,1940282,0.016241220939314113,Census 2020,0.25380348654317986
45541.040925925925,45541.046493055554,IP Address,100,481,True,45541.04650783565,R_8s5iwdL1jFAA2r2,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.1160000000000001,0,Подтверждаю,67,Ростовская область,В городе 100-250 тыс. жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Да,Телевидение,Социальные сети и мессенджеры,NA,NA,Радио,Узнаю новости от родственников и знакомых,NA,NA,NA,Не одобряю,"Многие, но не большинство",Николай Харитонов,"Подчиняться закону во всех случаях, без исключений","Я считаю этот способ допустимым, и сам(а) участвовал (а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Полностью соблюдаются,Скорее не соблюдаются,Полностью не соблюдаются,Совершенно согласны,NA,NA,NA,NA,"Oпределенно, не одобряю ",NA,NA,NA,"Cкорее, одобряю",8,Частично применимо,Абсолютно не применимо,Скорее не применимо,Скорее не применимо,Абсолютно не применимо,Нет,Нет,Скорее да,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Полностью оправдана,Скорее положительно,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Полностью поддерживаю (5),Полностью не оправдана,Очень отрицательно,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это вполне вероятно,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало значительно хуже, чем раньше","Стало значительно хуже, чем раньше",87,Qual0196-2908Russia,481,NA,NA,3DyEt6EAI5vy36hrgm8DuC,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T2,67,NA,481,BA-,Man,65+,574250.5,12,0.013015184381778741,September Survey,6891006,0.05768148699010721,Census 2020,4.431860917073237
45541.042175925926,45541.046493055554,IP Address,100,373,True,45541.046509664353,R_8A0WFxqgW8Z5CGy,anonymous,EN,1,NA,0,0,NA,0,0,1.0880000000000001,0,Подтверждаю,24,Москва,Москва,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Нет,Телевидение,Социальные сети и мессенджеры,NA,NA,NA,NA,NA,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно согласны,NA,NA,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,"Cкорее, не одобряю  ",10 (полностью оправданно),Частично применимо,Абсолютно не применимо,Полностью применимо,Полностью применимо,Полностью применимо,Скорее нет,Скорее нет,Скорее да,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее не оправдана,Очень отрицательно,Полностью поддерживаю  (5),Полностью поддерживаю  (5),Совсем не поддерживаю  (0),Полностью не оправдана,Скорее отрицательно,Полностью поддерживаю  (5),Полностью поддерживаю  (5),Совсем не поддерживаю  (0),Это маловероятно,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало значительно лучше, чем раньше",69,Qual0196-2908Russia,373,NA,NA,75m3XqO0VwHmmGrK3LhDYJ,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T3,24,NA,373,BA-,Man,18-24,344284.06666666665,15,0.016268980477223426,September Survey,5164261,0.04322768746464856,Census 2020,2.6570618561603987
45541.040567129632,45541.04650462963,IP Address,100,513,True,45541.046517777781,R_872x8VzcCG20YOu,anonymous,EN,1,NA,0,0,NA,0,0,1.0089999999999999,0,Подтверждаю,50,Москва,Москва,Мужской,Высшее образование (бакалавриат / специалитет),Да,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю такой способ допустимым, но сам(а) не участвовал(а)","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Полностью соблюдаются,Полностью соблюдаются,Полностью соблюдаются,Совершенно согласны,NA,NA,NA,NA,NA,"Cкорее, не одобряю  ",NA,NA,"Cкорее, одобряю",10 (полностью оправданно),Затрудняюсь ответить,Абсолютно не применимо,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее нет,Нет,Скорее да,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Полностью не оправдана,Нейтрально,3,3,Совсем не поддерживаю  (0),Скорее не оправдана,Скорее отрицательно,Полностью поддерживаю  (5),Полностью поддерживаю  (5),Совсем не поддерживаю  (0),Это маловероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна","Стало немного лучше, чем раньше","Стало значительно лучше, чем раньше",82,Qual0196-2908Russia,513,NA,NA,0sfFyk5m5hDQuR3xHse8QR,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T3,50,NA,513,BA+,Man,45-54,32886.13559322034,59,0.06399132321041215,September Survey,1940282,0.016241220939314113,Census 2020,0.25380348654317986
45541.041203703702,45541.04650462963,IP Address,100,458,True,45541.046518414354,R_8C2Tqkvm4wcv7ug,anonymous,EN,1,NA,0,0,NA,0,0,1.1080000000000001,0,Подтверждаю,62,Новосибирская область,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (магистратура),Да,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,Радио,NA,Не слежу за новостями,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений","Я считаю этот способ допустимым, и сам(а) участвовал (а)",Затрудняюсь ответить,Полностью соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно согласны,NA,NA,NA,NA,"Cкорее, одобряю",NA,NA,NA,"Cкорее, одобряю",0 (совершенно не оправданно),Частично применимо,Скорее не применимо,Абсолютно не применимо,Полностью применимо,Полностью применимо,Нет,Скорее нет,Нет,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее не оправдана,Скорее отрицательно,Совсем не поддерживаю  (0),Полностью поддерживаю  (5),Затрудняюсь ответить,Полностью оправдана,Скорее отрицательно,Полностью поддерживаю  (5),Полностью поддерживаю  (5),Полностью поддерживаю  (5),Это маловероятно,"Покупка машины не вызывает у Вас особых трудностей, однако покупка жилья Вам пока недоступна","Стало немного лучше, чем раньше","Стало значительно лучше, чем раньше",100,Qual0196-2908Russia,458,NA,NA,4Wn4ogqvrl2jpPx8FvOHth,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T3,62,NA,458,BA+,Man,55-64,64305.12499999999,24,0.026030368763557483,September Survey,1543323,0.012918457123101218,Census 2020,0.49628406114580514
45541.041967592595,45541.046539351853,IP Address,100,394,True,45541.04654771991,R_2Gy21mE5hXLFc9H,anonymous,EN,0.89999997615814209,NA,0,0,NA,0,0,1.1220000000000001,0,Подтверждаю,50,Московская область,В городе / поселке / селе 100 тыс. и менее жителей,Мужской,"Среднее специальное или профессионально-техническое (ПТУ, техникум, училище)",Да,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,Радио,NA,NA,NA,NA,Одобряю,Большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно согласны,NA,NA,NA,NA,NA,NA,"Oпределенно, не одобряю ",NA,"Cкорее, одобряю",9,Частично применимо,Скорее не применимо,Частично применимо,Абсолютно не применимо,Скорее не применимо,Скорее да,Нет,Да,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Скорее оправдана,Скорее положительно,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Затрудняюсь ответить,Нейтрально,Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Совсем не поддерживаю  (0),Это в какой-то мере вероятно,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,"Стало немного лучше, чем раньше",73,Qual0196-2908Russia,394,NA,NA,3EY5bdKOCv1jcVMIMSgm9A,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T3,50,NA,394,BA-,Man,45-54,139238.15094339623,53,0.057483731019522775,September Survey,7379622,0.061771469997981276,Census 2020,1.0745904780780895
45541.043622685182,45541.046539351853,IP Address,100,251,True,45541.046553217595,R_2I0EPm9t035THcd,anonymous,EN,1,NA,0,5,NA,0,0,1.097,0,Подтверждаю,55,Смоленская область,В городе 250-500 тыс. жителей,Мужской,"Научная степень (кандидат, доктор наук)",Нет,NA,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Скорее соблюдаются,Скорее соблюдаются,Совершенно согласны,NA,NA,NA,NA,NA,NA,NA,"Oпределенно, не одобряю ","Oпределенно, не одобряю ",10 (полностью оправданно),Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Да,Нет,Да,Скорее не оправдана,Очень отрицательно,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Полностью оправдана,Очень негативно,Полностью поддерживаю  (5),Полностью поддерживаю  (5),Совершенно не поддерживаю (0),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это маловероятно,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит",Практически ничего не изменилось,Практически ничего не изменилось,96,Qual0196-2908Russia,251,NA,NA,1vkCZU0cTZzIa3imG3UrUx,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T1,55,NA,251,BA+,Man,55-64,64305.12499999999,24,0.026030368763557483,September Survey,1543323,0.012918457123101218,Census 2020,0.49628406114580514
45541.040486111109,45541.046574074076,IP Address,100,525,True,45541.046580844908,R_8o7DFJqgHNbvKTL,anonymous,EN,1,NA,0,0,NA,0,0,1.1679999999999999,0,Подтверждаю,43,Иркутская область,В городе 500 тыс.-1 млн. жителей,Мужской,Высшее образование (магистратура),Да,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,Радио,NA,NA,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю такой способ допустимым, но сам(а) не участвовал(а)",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Полностью соблюдаются,Скорее соблюдаются,Полностью соблюдаются,Совершенно согласны,NA,NA,NA,NA,NA,NA,NA,"Cкорее, одобряю","Cкорее, одобряю",2,Скорее не применимо,Полностью применимо,Скорее не применимо,Частично применимо,Частично применимо,Нет,Скорее да,Нет,Скорее не оправдана,Очень отрицательно,3,Полностью поддерживаю (5),Совсем не поддерживаю  (0),Полностью не оправдана,Очень негативно,Затрудняюсь ответить,Полностью поддерживаю  (5),Совершенно не поддерживаю (0),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это маловероятно,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,Практически ничего не изменилось,61,Qual0196-2908Russia,525,NA,NA,4UnEDFurH1OPyUf0nunbc8,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T1,43,NA,525,BA+,Man,35-44,42964.53424657534,73,0.07917570498915401,September Survey,3136411,0.026253474498807453,Census 2020,0.33158497928630787
45541.042696759258,45541.046689814815,IP Address,100,344,True,45541.046702280095,R_899qKXZioCCGGQ1,anonymous,EN,1,NA,0,0,NA,0,0,1.1100000000000001,0,Подтверждаю,35,Республика Татарстан (Татарстан),В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Незаконченное высшее (не менее трех курсов вуза),Нет,Телевидение,Социальные сети и мессенджеры,NA,Интернет-ресурсы,NA,NA,NA,NA,NA,Одобряю,Подавляющее большинство,Владимир Путин,"Подчиняться закону во всех случаях, без исключений",Я считаю такой способ недопустимым и сам(а) не участвовал(а),Я считаю такой способ недопустимым и сам(а) не участвовал(а),Скорее соблюдаются,Скорее соблюдаются,Полностью соблюдаются,Совершенно согласны,NA,NA,NA,NA,NA,NA,NA,"Oпределенно, не одобряю ","Oпределенно, не одобряю ",10 (полностью оправданно),Полностью применимо,Абсолютно не применимо,Полностью применимо,Абсолютно не применимо,Абсолютно не применимо,Да,Нет,Да,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Полностью не оправдана,Скорее положительно,3,Полностью поддерживаю  (5),Совсем не поддерживаю  (0),Полностью не оправдана,Очень отрицательно,Полностью поддерживаю  (5),Полностью поддерживаю  (5),Совсем не поддерживаю  (0),Такого не может случиться,"Покупка дорогих товаров не вызывает у Вас особых трудностей, однако покупка машины Вам пока недоступна",Практически ничего не изменилось,"Стало значительно лучше, чем раньше",102,Qual0196-2908Russia,344,NA,NA,4sDkidcpYk19g18eMnpI9F,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T3,35,NA,344,BA-,Man,35-44,167498.45283018867,53,0.057483731019522775,September Survey,8877418,0.07430884124505821,Census 2020,1.2926934269423334
45541.040601851855,45541.046724537038,IP Address,100,528,True,45541.046738715275,R_8Q6NN6Pc4U1CYr7,anonymous,EN,1,NA,0,0,NA,0,0,1.1259999999999999,0,Подтверждаю,35,Краснодарский край,В городе более 1 млн. жителей (кроме Москвы и Санкт-Петербурга),Мужской,Высшее образование (бакалавриат / специалитет),Да,Телевидение,Социальные сети и мессенджеры,Газеты и журналы (в т.ч. их электронные версии),Интернет-ресурсы,NA,Узнаю новости от родственников и знакомых,NA,NA,NA,Не одобряю,"Многие, но не большинство",Не участвовал(а) в выборах,"В некоторых случаях следовать голосу своей совести, даже если это ведет к нарушению закона","Я считаю этот способ допустимым, и сам(а) участвовал (а)","Я считаю этот способ допустимым, и сам(а) участвовал (а)",Скорее не соблюдаются,Скорее не соблюдаются,Скорее не соблюдаются,Скорее не согласны,NA,"Определенно, одобряю",NA,NA,NA,NA,NA,NA,"Определенно, одобряю  ",0 (совершенно не оправданно),Скорее не применимо,Частично применимо,Скорее не применимо,Полностью применимо,Полностью применимо,Нет,Скорее да,Скорее нет,Полностью оправдана,Очень положительно,Совсем не поддерживаю  (0),1,4,Полностью оправдана,Очень положительно,Совершенно не поддерживаю (0),Совершенно не поддерживаю (0),Полностью поддерживаю  (5),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Это вполне вероятно,"Денег в основном хватает, но для покупки дорогих товаров, таких как, например, холодильник, телевизор, стиральная машина, Вы должны очень долго копить деньги или брать в долг, в кредит","Стало немного хуже, чем раньше","Стало немного хуже, чем раньше",73,Qual0196-2908Russia,528,NA,NA,4WxehgbyavhPT8YdBLMNMD,10,.80,1,NA,33724469,1694,NA,anonymous,RU,900,NA,NA,T1,35,NA,528,BA+,Man,35-44,42964.53424657534,73,0.07917570498915401,September Survey,3136411,0.026253474498807453,Census 2020,0.33158497928630787
